mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
59	58	295/2	295/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	921		articStaccatoBelow										22
59	58	591/4	591/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	922		articStaccatoBelow										22
59	58	148	148	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	923									165			22
59	58	593/4	593/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	924												22
59	58	595/4	595/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	925									166			22
59	58	149	149	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	926									166			22
59	58	299/2	299/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	927												22
59	58	150	150	0.0	3/4	3/4	Spanner	4/4	1	1	0																
59	58	150	150	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	928												
59	58	297/2	297/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	929		articStaccatoBelow										
59	58	597/4	597/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	930												
59	58	150	150	0.0	3/4	3/4	Dynamic	4/4	2	1	0					p											
59	58	150	150	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	931									167			
59	58	603/4	603/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	932									167			
60	59	151	151	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	933												
60	59	152	152	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	934												
60	59	153	153	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	935												
60	59	154	154	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	936												
60	59	152	152	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	937												
60	59	153	153	0.75	1/2	1/2	Chord	4/4	1	2	3/16		1/8	3/2	938									168			
60	59	615/4	615/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	939									168			
60	59	154	154	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	940												
60	59	151	151	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	941												
60	59	152	152	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	942												
60	59	153	153	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	943												
60	59	154	154	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	944												
61	60	156	156	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	945												
61	60	157	157	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	946												
61	60	158	158	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	947												
61	60	155	155	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	948									169			
61	60	156	156	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	949									169			
61	60	627/4	627/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	950									169			
61	60	157	157	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	951									169			
61	60	158	158	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	952												
61	60	156	156	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	953												
61	60	157	157	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	954												
61	60	158	158	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	955												
62	61	159	159	0.0	0	0	Dynamic	4/4	1	1	0					sf											
62	61	159	159	0.0	0	0	Spanner	4/4	1	1	0																23
62	61	159	159	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	956												23
62	61	159	159	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	957												23
62	61	159	159	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	958												23
62	61	159	159	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	959												23
62	61	159	159	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	960												23
62	61	1275/8	1275/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	961												23
62	61	319/2	319/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	962		articStaccatoBelow										23
62	61	639/4	639/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	963		articStaccatoBelow										23
62	61	160	160	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	964									170			23
62	61	641/4	641/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	965												23
62	61	643/4	643/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	966									171			23
62	61	161	161	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	967									171			23
62	61	323/2	323/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	968												23
62	61	162	162	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p											
62	61	162	162	0.0	3/4	3/4	Spanner	4/4	1	1	0																
62	61	162	162	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	969												
62	61	321/2	321/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	970												
62	61	645/4	645/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	971												
62	61	162	162	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	972									172			
62	61	651/4	651/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	973									172			
63	62	163	163	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	974												
63	62	164	164	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	975												
63	62	165	165	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	976												
63	62	166	166	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	977												
63	62	163	163	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	978												
63	62	164	164	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	979												
63	62	165	165	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	980									173			
63	62	663/4	663/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	981									173			
63	62	166	166	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	982									173			
64	63	167	167	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	983												
64	63	170	170	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cresc."									
64	63	170	170	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	984									174			
64	63	167	167	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	985		articStaccatoBelow										
64	63	168	168	0.0	1/4	1/4	Spanner	4/4	2	1	0															8	
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	986											8	
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	987											8	
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	988											8	
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	989											8	
64	63	168	168	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	990											8	
64	63	337/2	337/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																
64	63	675/4	675/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	991												
64	63	169	169	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	992									175			
64	63	170	170	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	993									175			
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	994												
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	995												
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	996												
64	63	168	168	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	997												
64	63	168	168	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	998												
65	64	171	171	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	999												
65	64	173	173	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1000									176			
65	64	174	174	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1001												
65	64	171	171	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1002												
65	64	172	172	0.0	1/4	1/4	Spanner	4/4	2	1	0															9	
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1003											9	
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1004											9	
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1005											9	
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1006											9	
65	64	172	172	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1007											9	
65	64	345/2	345/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																
65	64	691/4	691/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1008												
65	64	173	173	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1009									177			
65	64	695/4	695/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1010									177			
65	64	174	174	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1011												
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	1012												
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	1013												
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	1014												
65	64	172	172	0.0	1/4	1/4	Chord	4/4	2	2	0	grace16	1/16	1	1015												
65	64	172	172	0.75	1/4	1/4	Chord	4/4	2	2	3/16		1/8	3/2	1016												
66	65	351/2	351/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					f											
66	65	351/2	351/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1017									178			
66	65	176	176	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1018									178			
66	65	353/2	353/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1019									178			
66	65	177	177	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1020												
66	65	357/2	357/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1021									179			
66	65	175	175	0.0	0	0	Chord	4/4	2	1	0	grace16	1/16	1	1022												
66	65	175	175	0.0	0	0	Chord	4/4	2	1	0	grace16	1/16	1	1023												
66	65	175	175	0.0	0	0	Chord	4/4	2	1	0	grace16	1/16	1	1024												
66	65	175	175	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1025												
66	65	1403/8	1403/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1026		articStaccatoAbove										
66	65	351/2	351/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1027		articStaccatoAbove										
66	65	703/4	703/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>risoluto"									
66	65	703/4	703/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1028		articStaccatoAbove										
66	65	176	176	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1029									180			
66	65	705/4	705/4	0.5	5/16	5/16	Chord	4/4	2	1	1/8		1/8	1	1030												
66	65	707/4	707/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1031												
66	65	177	177	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1032									181			
66	65	355/2	355/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1033									182			
66	65	178	178	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	1034												
66	65	178	178	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	1035												
66	65	178	178	0.0	3/4	3/4	Chord	4/4	2	1	0	grace16	1/16	1	1036												
66	65	178	178	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1037												
66	65	1427/8	1427/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1038		articStaccatoAbove										
66	65	357/2	357/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1039		articStaccatoAbove										
66	65	715/4	715/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1040		articStaccatoAbove										
66	65	175	175	0.0	0	0	Chord	4/4	2	2	0	grace16	1/16	1	1041												
66	65	175	175	0.0	0	0	Chord	4/4	2	2	0	grace16	1/16	1	1042												
66	65	175	175	0.0	0	0	Chord	4/4	2	2	0	grace16	1/16	1	1043												
66	65	175	175	0.25	0	0	Chord	4/4	2	2	1/16		1/16	1	1044												
66	65	178	178	0.0	3/4	3/4	Chord	4/4	2	2	0	grace16	1/16	1	1045												
66	65	178	178	0.0	3/4	3/4	Chord	4/4	2	2	0	grace16	1/16	1	1046												
66	65	178	178	0.0	3/4	3/4	Chord	4/4	2	2	0	grace16	1/16	1	1047												
66	65	178	178	0.25	3/4	3/4	Chord	4/4	2	2	1/16		1/16	1	1048												
67	66	179	179	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1049									179			
67	66	359/2	359/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1050									179			
67	66	180	180	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1051												
67	66	181	181	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1052												
67	66	181	181	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1053												
67	66	181	181	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1054												
67	66	181	181	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1055												
67	66	363/2	363/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1056									183			
67	66	182	182	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1057									183			
67	66	365/2	365/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1058												
67	66	179	179	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1059									184			
67	66	717/4	717/4	0.5	1/16	1/16	Chord	4/4	2	1	1/8		1/8	1	1060												
67	66	719/4	719/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1061									185			
67	66	180	180	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1062									185			
67	66	361/2	361/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1063												
67	66	181	181	0.0	1/2	1/2	Chord	4/4	2	1	0	grace16	1/16	1	1064												
67	66	181	181	0.0	1/2	1/2	Chord	4/4	2	1	0	grace16	1/16	1	1065												
67	66	181	181	0.0	1/2	1/2	Chord	4/4	2	1	0	grace16	1/16	1	1066												
67	66	181	181	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1067												
67	66	1451/8	1451/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1068		articStaccatoAbove										
67	66	363/2	363/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1069		articStaccatoAbove										
67	66	727/4	727/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1070		articStaccatoAbove										
67	66	182	182	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1071									186			
67	66	729/4	729/4	0.5	13/16	13/16	Chord	4/4	2	1	1/8		1/8	1	1072												
67	66	731/4	731/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1073									187			
68	67	367/2	367/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1074									188			
68	67	184	184	0.0	1/4	1/4	Spanner	4/4	1	1	0													188		10	
68	67	184	184	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1075									188		10	
68	67	369/2	369/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1076									188		10	
68	67	185	185	0.0	1/2	1/2	Spanner	4/4	1	1	0													188	0	10	
68	67	185	185	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1077									188	0	10	
68	67	371/2	371/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1078									188	0	10	
68	67	186	186	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1079									188	0	10	
68	67	373/2	373/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1080										0	10	
68	67	183	183	0.0	0	0	Chord	4/4	1	2	0	grace16	1/16	1	1081										0	10	
68	67	183	183	0.0	0	0	Chord	4/4	1	2	0	grace16	1/16	1	1082										0	10	
68	67	183	183	0.0	0	0	Chord	4/4	1	2	0	grace16	1/16	1	1083										0	10	
68	67	183	183	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	1084										0	10	
68	67	183	183	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1085												
68	67	1467/8	1467/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1086		articStaccatoAbove										
68	67	367/2	367/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1087		articStaccatoAbove										
68	67	735/4	735/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1088		articStaccatoAbove										
68	67	184	184	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1089									189			
68	67	737/4	737/4	0.5	5/16	5/16	Chord	4/4	2	1	1/8		1/8	1	1090												
68	67	739/4	739/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1091									190			
68	67	185	185	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1092									190			
68	67	741/4	741/4	0.5	9/16	9/16	Chord	4/4	2	1	1/8		1/8	1	1093												
68	67	743/4	743/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1094												
68	67	745/4	745/4	0.0	13/16	13/16	Spanner	4/4	2	1	0															11	
68	67	745/4	745/4	0.5	13/16	13/16	Chord	4/4	2	1	1/8		1/8	1	1095											11	
68	67	747/4	747/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																
68	67	747/4	747/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1096												
69	68	187	187	0.0	0	0	Dynamic	4/4	1	1	0					ff									0	10	
69	68	187	187	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1097										0	10	
69	68	749/4	749/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																
69	68	749/4	749/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																
69	68	749/4	749/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																24
69	68	749/4	749/4	0.5	1/16	1/16	Chord	4/4	1	1	1/8		1/8	1	1098									191			24
69	68	751/4	751/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1099		articStaccatoAbove										24
69	68	188	188	0.0	1/4	1/4	Spanner	4/4	1	1	0																
69	68	753/4	753/4	0.0	5/16	5/16	Spanner	4/4	1	1	0																25
69	68	753/4	753/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	1100									192			25
69	68	755/4	755/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1101		articStaccatoAbove										25
69	68	189	189	0.0	1/2	1/2	Spanner	4/4	1	1	0																
69	68	757/4	757/4	0.0	9/16	9/16	Spanner	4/4	1	1	0																26
69	68	757/4	757/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	1102									193			26
69	68	759/4	759/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1103		articStaccatoAbove										26
69	68	190	190	0.0	3/4	3/4	Spanner	4/4	1	1	0																
69	68	761/4	761/4	0.0	13/16	13/16	Spanner	4/4	1	1	0																27
69	68	761/4	761/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	1104									194			27
69	68	763/4	763/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																
69	68	763/4	763/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1105		articStaccatoAbove										
69	68	187	187	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1106												
69	68	188	188	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1107												
69	68	189	189	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1108												
69	68	759/4	759/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1109												
69	68	190	190	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1110												
69	68	187	187	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1111												
69	68	375/2	375/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1112												
69	68	188	188	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1113												
69	68	377/2	377/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1114												
69	68	189	189	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1115												
69	68	379/2	379/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1116												
69	68	190	190	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1117												
69	68	381/2	381/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1118												
70	69	765/4	765/4	0.5	1/16	1/16	Chord	4/4	1	1	1/8		1/8	1	1119									195			
70	69	767/4	767/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1120												
70	69	769/4	769/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	1121									196			
70	69	771/4	771/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1122												
70	69	773/4	773/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	1123									197			
70	69	775/4	775/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1124												
70	69	777/4	777/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	1125									198			
70	69	779/4	779/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1126												
70	69	191	191	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1127												
70	69	192	192	0.0	1/4	1/4	Chord	4/4	2	1	0	grace32	1/32	1	1128												
70	69	192	192	0.0	1/4	1/4	Chord	4/4	2	1	0	grace32	1/32	1	1129												
70	69	192	192	0.0	1/4	1/4	Chord	4/4	2	1	0	grace32	1/32	1	1130												
70	69	192	192	0.875	1/4	1/4	Chord	4/4	2	1	7/32		1/8	7/4	1131												
70	69	1543/8	1543/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1132												
70	69	193	193	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1133												
70	69	194	194	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1134												
70	69	191	191	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1135												
70	69	383/2	383/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1136												
70	69	192	192	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1137												
70	69	385/2	385/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1138												
70	69	193	193	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1139												
70	69	387/2	387/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1140												
70	69	194	194	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1141												
70	69	389/2	389/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1142												
71	70	195	195	0.0	0	0	Dynamic	4/4	1	1	0					sf											
71	70	195	195	0.0	0	0	Spanner	4/4	1	1	0															12	
71	70	195	195	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	1143											12	
71	70	195	195	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	1144											12	
71	70	195	195	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	1145											12	
71	70	195	195	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	1146											12	
71	70	195	195	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1147											12	
71	70	781/4	781/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																
71	70	1563/8	1563/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1148												
71	70	391/2	391/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1149		articStaccatoAbove										
71	70	783/4	783/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1150		articStaccatoAbove										
71	70	196	196	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1151									199			
71	70	785/4	785/4	0.0	5/16	5/16	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco a poco accelerando"									
71	70	785/4	785/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1152												
71	70	393/2	393/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1153												
71	70	787/4	787/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1154		articStaccatoAbove										
71	70	197	197	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1155												
71	70	789/4	789/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1156												
71	70	395/2	395/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1157												
71	70	791/4	791/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1158												
71	70	198	198	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1159												
71	70	793/4	793/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1160												
71	70	397/2	397/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1161												
71	70	795/4	795/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1162												
71	70	391/2	391/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1163		articAccentBelow										
72	71	199	199	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>crescendo"									
72	71	199	199	0.0	0	0	Dynamic	4/4	2	1	0					p											
72	71	199	199	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1164												
72	71	797/4	797/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1165												
72	71	399/2	399/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1166												
72	71	799/4	799/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1167												
72	71	200	200	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1168												
72	71	801/4	801/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1169												
72	71	401/2	401/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1170												
72	71	803/4	803/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1171												
72	71	201	201	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1172												
