mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
46	45	178	182	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
46	45	178	182	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	701									167					
46	45	713/4	729/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	702														
46	45	357/2	365/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	703									168					
46	45	715/4	731/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	704														
46	45	179	183	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	705									169					
46	45	717/4	733/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	706														
46	45	359/2	367/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	707									170					
46	45	719/4	735/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	708														
46	45	176	180	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	709		articTenutoBelow												
46	45	177	181	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	710		articTenutoBelow							171					
46	45	178	182	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	711														
46	45	179	183	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	712														
46	45	719/4	735/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	713									172					
47	46	180	184	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	714									173					
47	46	721/4	737/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	715														
47	46	361/2	369/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	716									174					
47	46	723/4	739/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	717														
47	46	181	185	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	718		articStaccatoBelow												
47	46	363/2	371/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	719		articAccentAbove												
47	46	182	186	0.0		1/2	1/2	Spanner	4/4	1	1	0																	14	
47	46	365/2	373/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	720													14	
47	46	183	187	0.0		3/4	3/4	Dynamic	4/4	1	1	0					f													
47	46	183	187	0.0		3/4	3/4	Spanner	4/4	1	1	0																		
47	46	183	187	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	721		articAccentAbove												
47	46	363/2	371/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	722														
47	46	727/4	743/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	723														
47	46	182	186	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	724														
47	46	729/4	745/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	725														
47	46	365/2	373/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	726														
47	46	731/4	747/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	727														
47	46	183	187	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	728														
47	46	180	184	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	729														
47	46	723/4	739/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	730									175					
47	46	181	185	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	731		articStaccatoAbove												
47	46	363/2	371/2	0.0		3/8	3/8	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>risoluto"											
47	46	363/2	371/2	0.75		3/8	3/8	Chord	4/4	2	1	3/16		1/8	3/2	732		articTenutoBelow							176					
47	46	729/4	745/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	733		articTenutoBelow							176					
47	46	365/2	373/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	734		articTenutoBelow												
47	46	183	187	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	735														
48	47	184	188	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	736									177					
48	47	739/4	755/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	737									177					
48	47	185	189	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	738									177					
48	47	371/2	379/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	739									177					
48	47	373/2	381/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	740														
48	47	187	191	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	741									178					
48	47	375/2	383/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	742														
48	47	184	188	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	743														
48	47	737/4	753/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	744														
48	47	369/2	377/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	745														
48	47	739/4	755/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	746														
48	47	185	189	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	747														
48	47	741/4	757/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	748														
48	47	371/2	379/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	749														
48	47	743/4	759/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	750														
48	47	186	190	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	751														
48	47	745/4	761/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	752														
48	47	373/2	381/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	753														
48	47	747/4	763/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	754														
48	47	187	191	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	755														
48	47	749/4	765/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	756														
48	47	375/2	383/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	757														
48	47	751/4	767/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	758														
48	47	184	188	0.0		0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantando"											
48	47	184	188	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	759														
48	47	739/4	755/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	760														
48	47	185	189	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	761														
48	47	371/2	379/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	762														
48	47	373/2	381/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	763														
48	47	187	191	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	764														
49	48	188	192	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	765									179					
49	48	755/4	771/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	766									179					
49	48	189	193	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	767														
49	48	379/2	387/2	0.75		3/8	3/8	Chord	4/4	1	1	3/16		1/8	3/2	768									180					
49	48	761/4	777/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	769									180					
49	48	381/2	389/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	770														
49	48	191	195	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	771									181					
49	48	383/2	391/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	772														
49	48	188	192	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	773														
49	48	753/4	769/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	774														
49	48	377/2	385/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	775														
49	48	755/4	771/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	776														
49	48	189	193	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	777														
49	48	757/4	773/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	778														
49	48	379/2	387/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	779														
49	48	759/4	775/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	780														
49	48	190	194	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	781														
49	48	761/4	777/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	782														
49	48	381/2	389/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	783														
49	48	763/4	779/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	784														
49	48	191	195	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	785														
49	48	765/4	781/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	786														
49	48	383/2	391/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	787														
49	48	767/4	783/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	788														
49	48	188	192	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	789														
49	48	755/4	771/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	790														
49	48	189	193	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	791														
49	48	379/2	387/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	792														
49	48	381/2	389/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	793														
49	48	191	195	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	794														
50	49	192	196	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	795									182					
50	49	771/4	787/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	796									182					
50	49	193	197	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	797														
50	49	387/2	395/2	0.75		3/8	3/8	Chord	4/4	1	1	3/16		1/8	3/2	798									183					
50	49	777/4	793/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	799									183					
50	49	389/2	397/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	800														
50	49	195	199	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	801		articTenutoAbove												
50	49	192	196	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	802														
50	49	769/4	785/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	803														
50	49	385/2	393/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	804														
50	49	771/4	787/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	805														
50	49	193	197	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	806														
50	49	773/4	789/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	807														
50	49	387/2	395/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	808														
50	49	775/4	791/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	809														
50	49	194	198	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	810														
50	49	777/4	793/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	811														
50	49	389/2	397/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	812														
50	49	779/4	795/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	813														
50	49	195	199	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	814														
50	49	781/4	797/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	815														
50	49	391/2	399/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	816														
50	49	783/4	799/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	817														
50	49	192	196	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	818														
50	49	771/4	787/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	819														
50	49	193	197	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	820														
50	49	387/2	395/2	0.75		3/8	3/8	Chord	4/4	2	1	3/16		1/8	3/2	821														
50	49	777/4	793/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	822														
50	49	389/2	397/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	823														
50	49	195	199	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	824		articTenutoAbove												
51	50	196	200	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	825		articTenutoAbove												
51	50	197	201	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	826		articTenutoAbove												
51	50	198	202	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	827														
51	50	196	200	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	828														
51	50	785/4	801/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	829														
51	50	393/2	401/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	830														
51	50	787/4	803/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	831														
51	50	197	201	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	832														
51	50	789/4	805/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	833														
51	50	395/2	403/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	834														
51	50	791/4	807/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	835														
51	50	198	202	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	836														
51	50	196	200	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	837														
51	50	197	201	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	838														
51	50	198	202	0.0		1/2	1/2	Spanner	4/4	2	1	0																	15	
51	50	198	202	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	839									184				15	
51	50	793/4	809/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	840									184				15	
51	50	397/2	405/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	841									184				15	
51	50	795/4	811/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	842									184				15	
51	50	199	203	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	843									184				15	
51	50	797/4	813/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	844									184				15	
51	50	399/2	407/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	845									184				15	
51	50	799/4	815/4	0.0		15/16	15/16	Spanner	4/4	2	1	0													184					
51	50	799/4	815/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	846									184					
52	51	200	204	0.0		0	0	Dynamic	4/4	1	1	0					p													
52	51	200	204	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	847									185					
52	51	801/4	817/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	848														
52	51	401/2	409/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	849									186					
52	51	803/4	819/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	850														
52	51	201	205	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	851									187					
52	51	805/4	821/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	852														
52	51	403/2	411/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	853									188					
52	51	807/4	823/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	854														
52	51	202	206	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	855									189					
52	51	809/4	825/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	856														
52	51	405/2	413/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	857									190					
52	51	811/4	827/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	858														
52	51	203	207	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	859									191					
52	51	813/4	829/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	860														
52	51	407/2	415/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	861									192					
52	51	815/4	831/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	862														
52	51	200	204	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	863		articAccentStaccatoBelow												
52	51	803/4	819/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	864									193					
52	51	201	205	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	865		articStaccatoBelow												
52	51	807/4	823/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	866									194					
52	51	202	206	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	867		articStaccatoBelow												
52	51	405/2	413/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	868		articTenutoBelow												
52	51	407/2	415/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	869		articTenutoBelow												
53	52	204	208	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	870									195					
53	52	817/4	833/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	871														
53	52	409/2	417/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	872									196					
53	52	819/4	835/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	873														
53	52	205	209	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	874									197					
53	52	821/4	837/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	875														
53	52	411/2	419/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	876									198					
53	52	823/4	839/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	877														
53	52	206	210	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	878									199					
53	52	825/4	841/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	879														
53	52	413/2	421/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	880									200					
53	52	827/4	843/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	881														
53	52	207	211	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	882									201					
53	52	829/4	845/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	883														
53	52	415/2	423/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	884									202					
53	52	831/4	847/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	885														
53	52	204	208	0.0		0	0	Spanner	4/4	2	1	0																	16	
53	52	204	208	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	886		articTenutoBelow											16	
53	52	205	209	0.0		1/4	1/4	Spanner	4/4	2	1	0																		
53	52	205	209	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	887		articTenutoBelow							203					
53	52	206	210	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	888		articStaccatoBelow												
53	52	413/2	421/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	889		articTenutoBelow												
53	52	415/2	423/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	890		articTenutoBelow												
54	53	208	212	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	891									204					
54	53	833/4	849/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	892														
54	53	417/2	425/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	893									205					
54	53	835/4	851/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	894														
54	53	209	213	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	895									206					
54	53	837/4	853/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	896														
54	53	419/2	427/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	897									207					
54	53	839/4	855/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	898														
54	53	210	214	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	899									208					
54	53	841/4	857/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	900														
54	53	421/2	429/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	901									209					
54	53	843/4	859/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	902														
54	53	211	215	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	903									210					
54	53	845/4	861/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	904														
54	53	423/2	431/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	905									211					
54	53	847/4	863/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	906														
54	53	208	212	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	907		articTenutoBelow												
54	53	209	213	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	908									212					
54	53	210	214	0.0		1/2	1/2	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dimin."											
54	53	210	214	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	909														
54	53	211	215	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	910														
54	53	847/4	863/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	911									213					
55	54	212	216	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	912									214					
55	54	849/4	865/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	913														
55	54	425/2	433/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	914									215					
55	54	851/4	867/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	915														
55	54	213	217	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	916		articStaccatoAbove												
55	54	427/2	435/2	0.75		3/8	3/8	Chord	4/4	1	1	3/16		1/8	3/2	917														
55	54	857/4	873/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	918														
55	54	429/2	437/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	919														
55	54	215	219	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	920														
55	54	427/2	435/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	921														
55	54	855/4	871/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	922														
55	54	214	218	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	923														
55	54	857/4	873/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	924														
55	54	429/2	437/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	925														
55	54	859/4	875/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	926														
55	54	215	219	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	927														
55	54	212	216	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	928														
55	54	851/4	867/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	929									216					
55	54	213	217	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	930														
55	54	427/2	435/2	0.75		3/8	3/8	Chord	4/4	2	1	3/16		1/8	3/2	931														
55	54	857/4	873/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	932														
55	54	429/2	437/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	933														
55	54	215	219	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	934														
56	55	216	220	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	935		articStaccatoAbove							217					
56	55	218	222	0.0		1/2	1/2	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>legatissimo"						217					
56	55	218	222	0.0		1/2	1/2	Dynamic	4/4	1	1	0					p								217					
56	55	218	222	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	936									217					
56	55	437/2	445/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	937									217					
56	55	219	223	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	938									217					
56	55	439/2	447/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	939									217					
56	55	216	220	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	940														
56	55	216	220	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	941		articAccentAbove							218					
56	55	218	222	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	942									218					
56	55	216	220	4.0		0	0	Chord	4/4	2	2	1		1	1	943														
57	56	220	224	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	944									217					
57	56	441/2	449/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	945									217					
57	56	221	225	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	946									217					
57	56	443/2	451/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	947									217					
57	56	222	226	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	948									217					
57	56	223	227	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	949														
57	56	220	224	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	950									218					
57	56	443/2	451/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	951									218					
57	56	222	226	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	952														
57	56	220	224	4.0		0	0	Chord	4/4	2	2	1		1	1	953														
58	57	224	228	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	954		articAccentBelow							219					
58	57	451/2	459/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	955									219					
58	57	226	230	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	956									219					
58	57	1131/5	1151/5	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	957									219					
58	57	1132/5	1152/5	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	958									219					
58	57	1133/5	1153/5	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	959									219					
58	57	1134/5	1154/5	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	960									219					
58	57	227	231	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	961									219					
58	57	455/2	463/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	962									219					
58	57	449/2	457/2	1.5		1/8	1/8	Chord	4/4	1	2	3/8		1/4	3/2	963														
58	57	224	228	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	964									220					
58	57	451/2	459/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	965									220					
58	57	226	230	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	966									220					
58	57	227	231	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	967									220					
58	57	455/2	463/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	968									220					
58	57	224	228	4.0		0	0	Chord	4/4	2	2	1		1	1	969														
