mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
190	189	565/2	565/2	0.0	0	0	Chord	3/8	2	1	0	grace16	1/16	1	1150												25				
190	189	565/2	565/2	0.0	0	0	Chord	3/8	2	1	0	grace16	1/16	1	1151												25				
190	189	565/2	565/2	0.0	0	0	Chord	3/8	2	1	0	grace16	1/16	1	1152												25				
190	189	565/2	565/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1153		articAccentStaccatoAbove										25				
190	189	283	283	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1154		articStaccatoAbove										25				
190	189	567/2	567/2	0.0	1/4	1/4	Spanner	3/8	2	1	0																				
190	189	567/2	567/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1155		articStaccatoAbove														
191	190	284	284	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1156		articStaccatoAbove														
191	190	569/2	569/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1157		articStaccatoAbove														
191	190	285	285	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1158									151							
191	190	284	284	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1159		articStaccatoBelow														
191	190	569/2	569/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1160		articStaccatoBelow														
191	190	285	285	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1161		articStaccatoBelow														
192	191	571/2	571/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1162		articStaccatoAbove														
192	191	286	286	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1163									152							
192	191	1145/4	1145/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1164									152							
192	191	573/2	573/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1165									152							
192	191	1147/4	1147/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1166									152							
192	191	571/2	571/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1167		articStaccatoBelow														
192	191	286	286	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1168		articStaccatoBelow														
192	191	573/2	573/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1169		articStaccatoBelow														
193	192	287	287	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1170																
193	192	288	288	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1171		articAccentAbove														
193	192	287	287	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1172		articStaccatoAbove														
193	192	575/2	575/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1173		articStaccatoAbove														
194	193	577/2	577/2	0.0	0	0	Spanner	3/8	1	1	0																26				
194	193	577/2	577/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1174												26				
194	193	289	289	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	1175		articAccentAbove										26				
194	193	577/2	577/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1176																
194	193	289	289	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1177																
194	193	579/2	579/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1178																
195	194	290	290	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1179		articAccentAbove										26				
195	194	291	291	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1180		articAccentAbove										26				
195	194	290	290	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1181																
195	194	581/2	581/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1182																
195	194	291	291	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1183																
196	195	583/2	583/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1184												26				
196	195	292	292	0.0	1/8	1/8	Spanner	3/8	1	1	0																				
196	195	292	292	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	1185		articAccentAbove														
196	195	583/2	583/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1186																
196	195	292	292	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1187																
196	195	585/2	585/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1188																
197	196	293	293	0.0	0	0	Dynamic	3/8	1	1	0					f															
197	196	293	293	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1189									153							
197	196	587/2	587/2	0.0	1/8	1/8	Spanner	3/8	1	1	0													153		21					
197	196	587/2	587/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1190									153		21					
197	196	1175/4	1175/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1191									153		21					
197	196	294	294	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1192									153		21					
197	196	1177/4	1177/4	0.0	5/16	5/16	Spanner	3/8	1	1	0													153							
197	196	1177/4	1177/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1193									153							
197	196	293	293	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1194																
197	196	294	294	0.0	1/4	1/4	Spanner	3/8	2	1	0																27				
197	196	294	294	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1195									154			27				
197	196	1177/4	1177/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1196									154			27				
198	197	589/2	589/2	0.0	0	0	Dynamic	3/8	1	1	0					p															
198	197	589/2	589/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1197																
198	197	589/2	589/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1198		articStaccatoBelow														
198	197	295	295	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	1199		articStaccatoBelow														
198	197	591/2	591/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	1200									155							
198	197	589/2	589/2	0.0	0	0	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>leggiero"													
198	197	589/2	589/2	0.0	0	0	Spanner	3/8	2	1	0																				
198	197	295	295	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1201																
198	197	591/2	591/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1202																
199	198	296	296	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1203		articStaccatoBelow														
199	198	593/2	593/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1204		articStaccatoBelow														
199	198	297	297	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1205									156							
199	198	296	296	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1206																
199	198	593/2	593/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1207																
199	198	297	297	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1208																
200	199	595/2	595/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1209																
200	199	298	298	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1210									157							
200	199	1193/4	1193/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1211									157							
200	199	597/2	597/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1212									157							
200	199	1195/4	1195/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1213									157							
200	199	595/2	595/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1214																
200	199	298	298	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1215																
200	199	597/2	597/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1216																
201	200	299	299	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1217		articTenutoBelow														
201	200	300	300	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1218		articAccentBelow														
201	200	299	299	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1219																
201	200	599/2	599/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1220																
202	201	601/2	601/2	0.0	0	0	Spanner	3/8	1	1	0																28				
202	201	601/2	601/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1221		articStaccatoBelow										28				
202	201	301	301	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	1222		articAccentBelow										28				
202	201	601/2	601/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1223		articTenutoAbove														
202	201	603/2	603/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1224																
203	202	302	302	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1225		articAccentBelow										28				
203	202	303	303	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1226		articAccentBelow										28				
203	202	302	302	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1227																
203	202	605/2	605/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	1228		articTenutoBelow														
204	203	607/2	607/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1229												28				
204	203	304	304	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	1230		articAccentAbove										28				
204	203	607/2	607/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1231		articTenutoAbove														
204	203	609/2	609/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1232																
205	204	305	305	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1233		articAccentAbove										28				
205	204	306	306	0.0	1/4	1/4	Spanner	3/8	1	1	0																				
205	204	306	306	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1234		articAccentAbove							158							
205	204	305	305	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1235																
205	204	611/2	611/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	1236																
206	205	613/2	613/2	0.0	0	0	Dynamic	3/8	1	1	0					sf															
206	205	613/2	613/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1237																
206	205	613/2	613/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1238																
206	205	1229/4	1229/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1239																
206	205	615/2	615/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1240																
207	206	308	308	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1241																
207	206	308	308	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1242																
207	206	617/2	617/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1243																
207	206	309	309	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1244																
208	207	619/2	619/2	0.0	0	0	Spanner	3/8	1	1	0																29				
208	207	619/2	619/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	1245									159			29				
208	207	1241/4	1241/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1246									159			29				
208	207	621/2	621/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1247									159			29				
208	207	619/2	619/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1248																
208	207	1241/4	1241/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1249									160							
208	207	621/2	621/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1250									160							
