mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	crescendo_hairpin	decrescendo_hairpin
46	46	541/6	541/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	674				118	3					
46	46	271/3	271/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	675				118	3					
46	46	181/2	181/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	676				118	3					
46	46	272/3	272/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	677				118	3					
46	46	545/6	545/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	678				118	3					
46	46	91	91	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	679				118	3					
46	46	547/6	547/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	680				118	3					
46	46	274/3	274/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	681				118	3					
46	46	183/2	183/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	682				118	3					
46	46	275/3	275/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	683				118	3					
46	46	551/6	551/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	684				118	3					
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	685				122						
46	46	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	686										
47	47	92	92	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	687				118	3					
47	47	553/6	553/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	688				118	3					
47	47	277/3	277/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	689				118	3					
47	47	185/2	185/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	690				118	3					
47	47	278/3	278/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	691				118	3					
47	47	557/6	557/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	692				118	3					
47	47	93	93	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	693				118	3					
47	47	559/6	559/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	694				118	3					
47	47	280/3	280/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	695				118	3					
47	47	187/2	187/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	696				118	3					
47	47	281/3	281/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	697				118	3					
47	47	563/6	563/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	698				118	3					
47	47	92	92	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	699				123						
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	700										
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	701				124						
48	48	94	94	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	702				118	3					
48	48	565/6	565/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	703				118	3					
48	48	283/3	283/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	704				118	3					
48	48	189/2	189/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	705				118	3					
48	48	284/3	284/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	706				118	3					
48	48	569/6	569/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	707				118	3					
48	48	95	95	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	708				118	3					
48	48	571/6	571/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	709				118	3					
48	48	286/3	286/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	710				118	3					
48	48	191/2	191/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	711				118	3					
48	48	287/3	287/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	712				118	3					
48	48	575/6	575/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	713				118	3					
48	48	94	94	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	714										
48	48	95	95	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	715				125						
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	716										
49	49	96	96	0.0	0	0	Dynamic	2/4	1	1	0					p				3					
49	49	96	96	0.0	0	0	StaffText	2/4	1	1	0							cresc.		3					
49	49	96	96	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	717					3					
49	49	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	718					3					
49	49	193/2	193/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	719					3					
49	49	581/6	581/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	720					3					
49	49	97	97	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	721					3					
49	49	292/3	292/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	722					3					
49	49	195/2	195/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	723					3					
49	49	587/6	587/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	724					3					
49	49	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	725				126						
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	726										
49	49	292/3	292/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	727				127						
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	728										
50	50	98	98	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	729					3					
50	50	295/3	295/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	730				128	3					
50	50	197/2	197/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	731					3					
50	50	593/6	593/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	732				129	3					
50	50	99	99	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	733					3					
50	50	298/3	298/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	734				130	3					
50	50	199/2	199/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	735					3					
50	50	599/6	599/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	736				131	3					
50	50	295/3	295/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	737				132						
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	738										
50	50	298/3	298/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	739				133						
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	740										
51	51	100	100	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	741					3					
51	51	301/3	301/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	742				134	3					
51	51	201/2	201/2	0.0	1/8	1/8	Spanner	2/4	1	1	0									3					11
51	51	201/2	201/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	743					3					11
51	51	605/6	605/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	744				135	3					11
51	51	101	101	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	745					3					11
51	51	304/3	304/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	746				136	3					11
51	51	203/2	203/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	747					3					11
51	51	611/6	611/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	748				137	3					11
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	749		articTenutoAbove		138						
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	750		articTenutoAbove		138						
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	751		articTenutoAbove		138						
52	52	102	102	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	752					3					11
52	52	307/3	307/3	0.0	1/12	1/12	Spanner	2/4	1	1	0									3					
52	52	307/3	307/3	0.0	1/12	1/12	Spanner	2/4	1	1	0									3					12
52	52	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	753				139	3					12
52	52	205/2	205/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	754					3					12
52	52	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	755				140	3					12
52	52	103	103	0.0	1/4	1/4	Spanner	2/4	1	1	0														12
52	52	103	103	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	756										12
52	52	310/3	310/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	757				141						12
52	52	207/2	207/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	758										12
52	52	623/6	623/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	759				142						12
52	52	102	102	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	760		articTenutoAbove								
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	761		articTenutoBelow		143						
52	52	103	103	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	762		articTenutoBelow		143						
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	763		articTenutoBelow		143						
53	53	104	104	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/><i>leggiero</i>"							12
53	53	104	104	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	764										12
53	53	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	765				144						12
53	53	209/2	209/2	0.0	1/8	1/8	Spanner	2/4	1	1	0														
53	53	209/2	209/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	766										
53	53	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	767				145						
53	53	105	105	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	768										
53	53	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	769				146						
53	53	211/2	211/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	770										
53	53	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	771				147						
53	53	104	104	0.0	0	0	Spanner	2/4	2	1	0														
53	53	104	104	0.0	0	0	Spanner	2/4	2	1	0														
53	53	104	104	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	772		articTenutoBelow								
54	54	106	106	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	773										
54	54	319/3	319/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	774				148						
54	54	213/2	213/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	775										
54	54	641/6	641/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	776				149						
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	777		articAccentStaccatoAbove								
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	778										
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	779		articAccentStaccatoBelow								
55	55	108	108	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	780		articAccentStaccatoBelow								
55	55	217/2	217/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													24	
55	55	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	781				150					24	
55	55	326/3	326/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	782				150					24	
55	55	653/6	653/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	783				150					24	
55	55	109	109	0.0	1/4	1/4	Spanner	2/4	1	1	0														
55	55	109	109	0.0	1/4	1/4	Spanner	2/4	1	1	0														13
55	55	109	109	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	784										13
55	55	328/3	328/3	0.0	1/3	1/3	Spanner	2/4	1	1	0														
55	55	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	785										
55	55	219/2	219/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	786										
55	55	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	787										
55	55	108	108	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	788		articAccentStaccatoBelow								
55	55	219/2	219/2	0.0	3/8	3/8	Spanner	2/4	2	1	0													25	
55	55	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	789									25	
55	55	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	790									25	
55	55	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	791									25	
56	56	110	110	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	792										
56	56	331/3	331/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	793										
56	56	221/2	221/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	794										
56	56	665/6	665/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	795										
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	796										
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	797		articAccentStaccatoBelow								
56	56	110	110	0.0	0	0	Spanner	2/4	2	1	0														
56	56	110	110	0.0	0	0	Spanner	2/4	2	1	0														14
56	56	110	110	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	798										14
56	56	331/3	331/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	799										14
56	56	221/2	221/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														
56	56	221/2	221/2	0.3333333333333333	1/8	1/8	Chord	2/4	2	1	1/12		1/8	2/3	800										
56	56	665/6	665/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	801										
56	56	111	111	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	802										
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	803		articAccentStaccatoAbove								
57	57	112	112	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	804		articAccentStaccatoBelow								
57	57	225/2	225/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													26	
57	57	225/2	225/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	805				151					26	
57	57	338/3	338/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	806				151					26	
57	57	677/6	677/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	807				151					26	
57	57	113	113	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	808									26	
57	57	453/4	453/4	0.0	5/16	5/16	Spanner	2/4	1	1	0														
57	57	453/4	453/4	0.0	5/16	5/16	Spanner	2/4	1	1	0														15
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	809										15
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	810										15
57	57	455/4	455/4	0.0	7/16	7/16	Spanner	2/4	1	1	0														
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	811										
57	57	112	112	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	812		articAccentStaccatoBelow								
57	57	227/2	227/2	0.0	3/8	3/8	Spanner	2/4	2	1	0													27	
57	57	227/2	227/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	813				152					27	
57	57	341/3	341/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	814				152					27	
57	57	683/6	683/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	815				152					27	
58	58	114	114	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	816										
58	58	343/3	343/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	817										
58	58	229/2	229/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	818										
58	58	689/6	689/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	819										
58	58	115	115	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	820										
58	58	346/3	346/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	821										
58	58	231/2	231/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	822										
58	58	695/6	695/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	823										
58	58	114	114	0.0	0	0	Spanner	2/4	2	1	0														
58	58	114	114	0.0	0	0	Spanner	2/4	2	1	0														16
58	58	114	114	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	824										16
58	58	343/3	343/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	825										16
58	58	229/2	229/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														
58	58	229/2	229/2	0.0	1/8	1/8	Spanner	2/4	2	1	0													28	
58	58	229/2	229/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	826				153					28	
58	58	344/3	344/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	827				153					28	
58	58	689/6	689/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	828				153					28	
58	58	115	115	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf									
58	58	115	115	0.0	1/4	1/4	Spanner	2/4	2	1	0														
58	58	115	115	0.0	1/4	1/4	Spanner	2/4	2	1	0														17
58	58	115	115	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	829										17
58	58	346/3	346/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	830										17
58	58	231/2	231/2	0.3333333333333333	3/8	3/8	Chord	2/4	2	1	1/12		1/8	2/3	831										17
58	58	695/6	695/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	832										17
59	59	116	116	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	833										
59	59	349/3	349/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	834										
59	59	233/2	233/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	835										
59	59	701/6	701/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	836										
59	59	117	117	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	837										
59	59	235/2	235/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					f									
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	838		articAccentStaccatoBelow								
59	59	116	116	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	839										17
59	59	349/3	349/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	840										17
59	59	233/2	233/2	0.3333333333333333	1/8	1/8	Chord	2/4	2	1	1/12		1/8	2/3	841										17
59	59	701/6	701/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	842										17
59	59	117	117	0.0	1/4	1/4	Spanner	2/4	2	1	0														
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	843										
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	844		articAccentStaccatoAbove								
60	60	118	118	0.0	0	0	Spanner	2/4	1	1	0														18
60	60	118	118	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	845		articAccentStaccatoBelow								18
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	846										18
60	60	119	119	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	847										18
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	848										18
60	60	118	118	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	849		articAccentStaccatoBelow								
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	850										
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	851										
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	852										
61	61	120	120	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	853										18
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	854										18
61	61	121	121	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p									
61	61	121	121	0.0	1/4	1/4	Spanner	2/4	1	1	0														
61	61	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	855										
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	856										
61	61	241/2	241/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							senza Ped.							
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	857										
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	858										
61	61	243/2	243/2	0.0	3/8	3/8	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sostenuto"							
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	859										
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	860										
63	63	373/3	373/3	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	861				154						
63	63	1493/12	1493/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	862				154						
63	63	249/2	249/2	0.3333333333333333	1/8	1/8	Chord	2/4	1	1	1/12		1/8	2/3	863										
63	63	749/6	749/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48		1/32	2/3	864				155						
63	63	1499/12	1499/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48		1/32	2/3	865				155						
63	63	125	125	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	866										
63	63	376/3	376/3	0.08333333333333333	1/3	1/3	Chord	2/4	1	1	1/48		1/32	2/3	867				156						
63	63	1505/12	1505/12	0.08333333333333333	17/48	17/48	Chord	2/4	1	1	1/48		1/32	2/3	868				156						
63	63	251/2	251/2	0.3333333333333333	3/8	3/8	Chord	2/4	1	1	1/12		1/8	2/3	869										
63	63	755/6	755/6	0.0	11/24	11/24	Spanner	2/4	1	1	0									4					
63	63	755/6	755/6	0.08333333333333333	11/24	11/24	Chord	2/4	1	1	1/48		1/32	2/3	870				157	4					
63	63	1511/12	1511/12	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	871				157	4					
63	63	124	124	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>leggiero"							
63	63	124	124	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	872										
63	63	373/3	373/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	873				158						
63	63	249/2	249/2	0.3333333333333333	1/8	1/8	Chord	2/4	2	1	1/12		1/8	2/3	874										
63	63	749/6	749/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	875				159						
63	63	125	125	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	876										
63	63	376/3	376/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	877				160						
63	63	251/2	251/2	0.3333333333333333	3/8	3/8	Chord	2/4	2	1	1/12		1/8	2/3	878										
63	63	755/6	755/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	879				161						
64	64	126	126	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	880					4					
64	64	505/4	505/4	0.0	1/16	1/16	Spanner	2/4	1	1	0														
64	64	505/4	505/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	881		articTenutoBelow								
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	882		articTenutoBelow								
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	883		articTenutoBelow								
64	64	127	127	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	884		articStaccatoBelow								
64	64	509/4	509/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	885		articStaccatoBelow								
64	64	255/2	255/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	886		articStaccatoBelow								
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	887		articStaccatoBelow								
64	64	126	126	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	888										
64	64	505/4	505/4	0.0	1/16	1/16	StaffText	2/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cresc."							
64	64	505/4	505/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	889		articTenutoBelow								
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	890		articTenutoBelow								
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	891		articTenutoBelow								
