mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	940															
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	941															
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	942															
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	943															
38	38	150	150	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	944															
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	945															
39	39	152	152	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	946									159						
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	947									159						
39	39	153	153	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	948									159						
39	39	153	153	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	949									159						
39	39	153	153	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	950									159						
39	39	613/4	613/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	951									159						
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	952									159						
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	953									159						
39	39	309/2	309/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	954									159						
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	955															
39	39	152	152	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	956									162						
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	957									162						
39	39	154	154	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	958									163						
39	39	617/4	617/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	959									163						
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	960									163						
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	961									163						
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	962															
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	963									164						
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	964									164						
39	39	152	152	1.0	0	0	Chord	4/4	1	3	1/4		1/4	1	965															
39	39	152	152	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	966															
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	967															
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	968															
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	969															
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	970															
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	971															
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	972															
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	973															
40	40	156	156	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	974		articAccentAbove													
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	975		articTenutoBelow													
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	976		articTenutoBelow													
40	40	158	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	977									165						
40	40	317/2	317/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	978									165						
40	40	635/4	635/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	979									165						
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	980									165						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	981									165						
40	40	156	156	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	982															
40	40	313/2	313/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	983									166						
40	40	627/4	627/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	984									166						
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	985															
40	40	156	156	0.0	0	0	Spanner	4/4	2	1	0																14	14		
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	986												14	14		
40	40	158	158	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
40	40	317/2	317/2	1.5	5/8	5/8	Chord	4/4	2	1	3/8		1/4	3/2	987															
40	40	156	156	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	988		articAccentBelow													
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	989															
40	40	315/2	315/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	990									167						
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	991									167						
40	40	158	158	0.25	1/2	1/2	Chord	4/4	2	2	1/16		1/16	1	992									167						
40	40	633/4	633/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16		1/16	1	993									167						
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	994															
40	40	159	159	0.25	3/4	3/4	Chord	4/4	2	2	1/16		1/16	1	995									168						
40	40	637/4	637/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16		1/16	1	996									168						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	997															
41	41	160	160	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	998									165						
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	999									165						
41	41	161	161	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1000									165						
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1001									165						
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1002									165						
41	41	163	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1003															
41	41	160	160	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	1004															
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1005															
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0																			22
41	41	160	160	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1006									169						22
41	41	161	161	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1007		articStaccatoBelow							170						22
41	41	645/4	645/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1008		articStaccatoBelow							170						22
41	41	323/2	323/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1009		articStaccatoBelow							170						22
41	41	647/4	647/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1010		articStaccatoBelow							170						22
41	41	162	162	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1011		articStaccatoBelow							170						22
41	41	649/4	649/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1012		articStaccatoBelow							170						22
41	41	325/2	325/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1013		articStaccatoBelow							170						22
41	41	651/4	651/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1014		articStaccatoBelow							170						22
41	41	163	163	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1015		articStaccatoBelow							170						22
41	41	653/4	653/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1016		articStaccatoBelow							170						22
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1017		articStaccatoBelow							170						22
41	41	655/4	655/4	0.0	15/16	15/16	Spanner	4/4	2	1	0													170						
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1018		articStaccatoBelow							170						
42	42	329/2	329/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1019									171						
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1020									171						
42	42	165	165	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1021		articTenutoAbove													
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1022		articTenutoBelow													
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1023									172						
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1024									172						
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1025									172						
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1026															
42	42	165	165	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1027															
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1028															
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1029															
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1030															
42	42	166	166	1.5	1/2	1/2	Chord	4/4	1	3	3/8		1/4	3/2	1031									173						
42	42	164	164	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>marcato espress."												
42	42	164	164	0.0	0	0	Dynamic	4/4	2	1	0					pp														
42	42	164	164	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1032															
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1033															
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1034															
42	42	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1035															
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1036		articTenutoBelow													
42	42	165	165	0.75	1/4	1/4	Chord	4/4	2	2	3/16		1/8	3/2	1037		articTenutoBelow													
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1038															
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1039									174						
42	42	333/2	333/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4		1/4	1	1040									174						
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1041															
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1042									175						
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1043									175						
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1044															
43	43	170	170	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	1045															
43	43	170	170	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1046									176						
43	43	681/4	681/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1047									176						
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1048									176						
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1049									176						
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1050															
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1051									177						
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1052									177						
43	43	168	168	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	1	1053															
43	43	168	168	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	1054									178						
43	43	339/2	339/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1055									178						
43	43	679/4	679/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1056									178						
43	43	341/2	341/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	1057									179						
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1058									179						
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1059															
43	43	168	168	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1060															
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1061															
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1062															
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1063															
43	43	168	168	0.75	0	0	Chord	4/4	2	2	3/16		1/8	3/2	1064									180						
43	43	675/4	675/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	1065									180						
43	43	169	169	0.25	1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	1066									180						
43	43	677/4	677/4	0.5	5/16	5/16	Chord	4/4	2	2	1/8		1/8	1	1067															
43	43	679/4	679/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1068									181						
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1069									181						
43	43	341/2	341/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4		1/4	1	1070															
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1071															
43	43	170	170	1.5	1/2	1/2	Chord	4/4	2	3	3/8		1/4	3/2	1072									182						
44	44	172	172	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1073															
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1074									183						
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1075									183						
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1076															
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1077									184						
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1078									184						
44	44	174	174	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1079									184						
44	44	697/4	697/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1080									184						
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1081															
44	44	175	175	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1082									185						
44	44	701/4	701/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1083									185						
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1084															
44	44	172	172	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1085															
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1086															
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1087															
44	44	174	174	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1088															
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1089															
44	44	172	172	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1090															
44	44	173	173	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1091															
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1092															
44	44	174	174	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1093															
44	44	175	175	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."												
44	44	175	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1094															
44	44	172	172	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1095															
44	44	173	173	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1096															
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1097															
44	44	174	174	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1098									186						
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16		1/16	1	1099									186						
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	1100									186						
44	44	175	175	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1101									186						
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16		1/16	1	1102									186						
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	1103									186						
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	2	3	1/8		1/8	1	1104															
45	45	176	176	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1105									187						
45	45	177	177	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>sempre calando"						187						
45	45	177	177	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1106									187						
45	45	709/4	709/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1107									187						
45	45	355/2	355/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1108									187						
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1109									187						
45	45	178	178	0.0	1/2	1/2	Spanner	4/4	1	1	0													187						23
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1110									187						23
45	45	357/2	357/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1111															23
45	45	359/2	359/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																			
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1112															
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1113															
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1114															
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1115															
45	45	357/2	357/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4		1/4	1	1116															
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1117															
45	45	176	176	4.0	0	0	Chord	4/4	2	1	1		1	1	1118															
45	45	176	176	0.25	0	0	Chord	4/4	2	2	1/16		1/16	1	1119									188						
45	45	705/4	705/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16		1/16	1	1120									188						
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1121									188						
45	45	177	177	0.75	1/4	1/4	Chord	4/4	2	2	3/16		1/8	3/2	1122									188						
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	1123									188						
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1124									188						
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1125									188						
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1126									188						
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1127															
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	3	1/8		1/8	1	1128									189						
46	46	180	180	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1129									190						
46	46	181	181	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1130									190						
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1131									190						
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1132									190						
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1133									190						
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1134									190						
46	46	365/2	365/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1135															
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1136									191						
46	46	180	180	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1137															
46	46	181	181	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	1138									192						
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1139									192						
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1140									192						
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1141									192						
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1142									192						
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1143									192						
46	46	180	180	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1144															
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1145															
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1146															
46	46	181	181	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1147									193						
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1148									193						
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1149									193						
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1150									193						
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1151									193						
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1152									193						
46	46	180	180	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1153															
46	46	181	181	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1154															
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1155															
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1156															
47	47	184	184	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>lento"						191						
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1157									191						
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1158									191						
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1159									191						
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1160									191						
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1161															
47	47	184	184	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	1162									194						
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	1163									194						
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1164															
47	47	185	185	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	1165															
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1166															
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1167															
47	47	186	186	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	1168									195						
47	47	745/4	745/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	1169									195						
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1170															
47	47	187	187	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	1171									196						
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	1172									196						
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1173															
47	47	187	187	1.0	3/4	3/4	Chord	4/4	1	3	1/4		1/4	1	1174															
47	47	184	184	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1175															
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1176															
48	48	188	188	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>CODA poco a poco svegliando"												
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1177		articStaccatoAbove							197						
48	48	1505/8	1505/8	0.0	1/32	1/32	Spanner	4/4	1	1	0													197						24
48	48	189	189	0.0	1/4	1/4	Spanner	4/4	1	1	0																			
48	48	189	189	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1178															
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp														
48	48	190	190	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1179		articStaccatoBelow							198						
48	48	1521/8	1521/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1180		articStaccatoBelow							198						
48	48	761/4	761/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1181		articStaccatoBelow							198						
48	48	1523/8	1523/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1182		articStaccatoBelow							198						
48	48	381/2	381/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1183		articStaccatoBelow							198						
48	48	1525/8	1525/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1184		articStaccatoBelow							198						
48	48	763/4	763/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1185		articStaccatoBelow							198						
48	48	1527/8	1527/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1186		articStaccatoBelow							198						
48	48	191	191	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1187		articStaccatoBelow							198						
48	48	1529/8	1529/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1188		articStaccatoBelow							198						
48	48	765/4	765/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1189		articStaccatoBelow							198						
48	48	1531/8	1531/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1190		articStaccatoBelow							198						
48	48	383/2	383/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1191		articStaccatoBelow							198						
48	48	1533/8	1533/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1192		articStaccatoBelow							198						
48	48	767/4	767/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1193		articStaccatoAbove							198						
48	48	1535/8	1535/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1194		articStaccatoBelow													
48	48	188	188	0.125	0	0	Chord	4/4	1	2	1/32		1/32	1	1195									199						
48	48	1505/8	1505/8	0.125	1/32	1/32	Chord	4/4	1	2	1/32		1/32	1	1196		articStaccatoBelow							199						
48	48	753/4	753/4	0.125	1/16	1/16	Chord	4/4	1	2	1/32		1/32	1	1197		articStaccatoBelow							199						
48	48	1507/8	1507/8	0.125	3/32	3/32	Chord	4/4	1	2	1/32		1/32	1	1198		articStaccatoBelow							199						
