mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
110	110	1747/8	1747/8	0.125	3/32	3/32	Chord	2/4	3	2	1/32		1/32	1	1421															
110	110	437/2	437/2	0.125	1/8	1/8	Chord	2/4	3	2	1/32		1/32	1	1422															
110	110	1751/8	1751/8	0.125	7/32	7/32	Chord	2/4	3	2	1/32		1/32	1	1423															
110	110	219	219	0.125	1/4	1/4	Chord	2/4	3	2	1/32		1/32	1	1424															
110	110	1755/8	1755/8	0.125	11/32	11/32	Chord	2/4	3	2	1/32		1/32	1	1425															
110	110	439/2	439/2	0.125	3/8	3/8	Chord	2/4	3	2	1/32		1/32	1	1426															
110	110	1759/8	1759/8	0.125	15/32	15/32	Chord	2/4	3	2	1/32		1/32	1	1427															
111	111	220	220	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1428															
111	111	881/4	881/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1429															
111	111	441/2	441/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1430															
111	111	883/4	883/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1431															
111	111	221	221	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1432															
111	111	885/4	885/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1433															
111	111	443/2	443/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1434															
111	111	887/4	887/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1435															
111	111	220	220	0.0	0	0	Spanner	2/4	2	1	0																	10	10	
111	111	220	220	0.0	0	0	Spanner	2/4	2	1	0																	10	10	
111	111	1761/8	1761/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32		1/32	1	1436															
111	111	881/4	881/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1437															
111	111	1765/8	1765/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32		1/32	1	1438															
111	111	883/4	883/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1439															
111	111	1769/8	1769/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32		1/32	1	1440															
111	111	885/4	885/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1441															
111	111	1773/8	1773/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32		1/32	1	1442															
111	111	887/4	887/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1443															
111	111	220	220	0.125	0	0	Chord	2/4	3	2	1/32		1/32	1	1444															
111	111	1763/8	1763/8	0.125	3/32	3/32	Chord	2/4	3	2	1/32		1/32	1	1445															
111	111	441/2	441/2	0.125	1/8	1/8	Chord	2/4	3	2	1/32		1/32	1	1446															
111	111	1767/8	1767/8	0.125	7/32	7/32	Chord	2/4	3	2	1/32		1/32	1	1447															
111	111	221	221	0.125	1/4	1/4	Chord	2/4	3	2	1/32		1/32	1	1448															
111	111	1771/8	1771/8	0.125	11/32	11/32	Chord	2/4	3	2	1/32		1/32	1	1449															
111	111	443/2	443/2	0.125	3/8	3/8	Chord	2/4	3	2	1/32		1/32	1	1450															
111	111	1775/8	1775/8	0.125	15/32	15/32	Chord	2/4	3	2	1/32		1/32	1	1451															
112	112	222	222	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1452									109						
112	112	222	222	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1453															
112	112	893/4	893/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	1454									110						
112	112	1787/8	1787/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	1455									110						
112	112	447/2	447/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	1456									110						
112	112	1789/8	1789/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	1457									110						
112	112	895/4	895/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	1458									110						
112	112	1791/8	1791/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	1459															
112	112	222	222	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1460															
112	112	893/4	893/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1461															
112	112	447/2	447/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1462															
112	112	895/4	895/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1463															
112	112	222	222	2.0	0	0	Chord	2/4	3	2	1/2		1/2	1	1464															
113	113	224	224	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1465															
113	113	225	225	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""10.7894""/><font face=""Plantin MT Std""/><b>Tempo I</b>"												
113	113	451/2	451/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p														
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1466		articStaccatoAbove													
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1467		articStaccatoAbove													
113	113	224	224	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1468		articStaccatoBelow											10	10	
113	113	449/2	449/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			
114	114	226	226	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1469		articStaccatoAbove													
114	114	905/4	905/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1470		articStaccatoAbove													
114	114	453/2	453/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1471		articStaccatoAbove													
114	114	907/4	907/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1472		articStaccatoAbove													
114	114	227	227	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1473		articStaccatoAbove													
114	114	909/4	909/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1474		articStaccatoAbove													
114	114	455/2	455/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1475		articStaccatoAbove													
114	114	911/4	911/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1476		articStaccatoAbove													
114	114	226	226	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1477															
114	114	226	226	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1478		articAccentStaccatoAbove													
114	114	227	227	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1479		articStaccatoBelow													
115	115	228	228	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1480		articStaccatoAbove													
115	115	913/4	913/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1481		articStaccatoAbove													
115	115	457/2	457/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1482		articStaccatoAbove													
115	115	915/4	915/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1483		articStaccatoAbove													
115	115	229	229	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1484		articStaccatoBelow													
115	115	917/4	917/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1485		articStaccatoBelow													
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1486		articStaccatoAbove													
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1487		articStaccatoAbove													
115	115	228	228	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1488															
115	115	228	228	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1489		articAccentStaccatoAbove													
115	115	229	229	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1490		articStaccatoBelow													
116	116	230	230	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1491		articStaccatoAbove													
116	116	921/4	921/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1492		articStaccatoAbove													
116	116	461/2	461/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1493		articStaccatoAbove													
116	116	923/4	923/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1494		articStaccatoAbove													
116	116	231	231	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1495		articStaccatoBelow													
116	116	925/4	925/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1496		articStaccatoBelow													
116	116	463/2	463/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1497		articStaccatoAbove													
116	116	927/4	927/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1498		articStaccatoAbove													
116	116	230	230	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1499															
116	116	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1500		articAccentStaccatoBelow													
116	116	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1501		articStaccatoBelow													
116	116	927/4	927/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1502		articStaccatoBelow							111						
117	117	232	232	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1503		articStaccatoAbove													
117	117	929/4	929/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1504		articStaccatoAbove													
117	117	465/2	465/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1505		articStaccatoAbove													
117	117	931/4	931/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1506		articStaccatoAbove													
117	117	233	233	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1507		articStaccatoBelow													
117	117	933/4	933/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1508		articStaccatoBelow													
117	117	467/2	467/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1509		articStaccatoAbove													
117	117	935/4	935/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1510		articStaccatoAbove													
117	117	232	232	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1511															
117	117	232	232	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1512		articAccentStaccatoBelow													
117	117	233	233	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1513		articStaccatoBelow													
118	118	234	234	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1514		articStaccatoAbove													
118	118	937/4	937/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1515		articStaccatoAbove													
118	118	469/2	469/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1516		articStaccatoAbove													
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1517		articStaccatoAbove													
118	118	235	235	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1518		articStaccatoAbove													
118	118	941/4	941/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1519		articStaccatoAbove													
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1520		articStaccatoAbove													
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1521		articStaccatoAbove													
118	118	234	234	0.0	0	0	Spanner	2/4	2	1	0														30					
118	118	234	234	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1522		articStaccatoBelow								30					
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1523		articStaccatoBelow								30					
118	118	235	235	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
118	118	235	235	0.0	1/4	1/4	Spanner	2/4	2	1	0																			7
118	118	235	235	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1524															7
118	118	235	235	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1525															
119	119	236	236	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1526		articStaccatoBelow													
119	119	945/4	945/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1527		articStaccatoBelow													
119	119	473/2	473/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1528		articStaccatoBelow													
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1529		articStaccatoBelow													
119	119	237	237	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1530		articStaccatoBelow													
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1531		articStaccatoBelow													
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1532		articStaccatoBelow													
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1533		articStaccatoBelow													
119	119	236	236	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1534															7
119	119	236	236	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1535															
120	120	238	238	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1536		articStaccatoBelow													
120	120	953/4	953/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1537		articStaccatoBelow													
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1538		articStaccatoBelow													
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1539		articStaccatoBelow													
120	120	239	239	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1540		articStaccatoBelow													
120	120	957/4	957/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1541		articStaccatoBelow													
120	120	479/2	479/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1542		articStaccatoBelow													
120	120	959/4	959/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1543		articStaccatoBelow													
120	120	238	238	0.0	0	0	Spanner	2/4	2	1	0																			
120	120	477/2	477/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>rinforzando"												
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1544		articStaccatoBelow													
120	120	239	239	0.0	1/4	1/4	Spanner	2/4	2	1	0														31					
120	120	239	239	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1545		articStaccatoBelow								31					
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1546		articStaccatoBelow								31					
121	121	240	240	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1547		articStaccatoBelow													
121	121	961/4	961/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1548		articStaccatoBelow													
121	121	481/2	481/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1549		articStaccatoBelow													
121	121	963/4	963/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1550		articStaccatoBelow													
121	121	241	241	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1551															
121	121	483/2	483/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1552									112						
121	121	967/4	967/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1553									112						
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1554															
121	121	240	240	0.0	0	0	Spanner	2/4	2	1	0																			
121	121	240	240	0.0	0	0	Spanner	2/4	2	1	0															18				
121	121	240	240	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1555		articStaccatoBelow									18				
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1556		articStaccatoBelow									18				
121	121	241	241	0.0	1/4	1/4	Spanner	2/4	2	1	0																			
121	121	241	241	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1557		articStaccatoBelow													
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1558															
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1559									113						
122	122	242	242	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantando"						112						
122	122	242	242	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1560									112						
122	122	969/4	969/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1561									112						
122	122	485/2	485/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1562									112						
122	122	971/4	971/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1563									112						
122	122	243	243	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1564									112						
122	122	973/4	973/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1565									112						
122	122	487/2	487/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1566									112						
122	122	975/4	975/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1567									112						
122	122	242	242	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1568															
122	122	242	242	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1569															
122	122	485/2	485/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															19				
122	122	485/2	485/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1570									114		19				
122	122	243	243	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1571									114		19				
122	122	487/2	487/2	0.0	3/8	3/8	Spanner	2/4	2	1	0													114						
122	122	487/2	487/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1572									114						
122	122	242	242	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1573															
123	123	244	244	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1574									112						
123	123	977/4	977/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1575									112						
123	123	489/2	489/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													112		20				
123	123	489/2	489/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1576									112		20				
123	123	979/4	979/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1577									112		20				
123	123	245	245	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	1578											20				
123	123	245	245	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1579											20				
123	123	491/2	491/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																			
123	123	491/2	491/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1580									115						
123	123	983/4	983/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1581									115						
123	123	245	245	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1582															
123	123	244	244	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1583									114						
123	123	489/2	489/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1584									114						
123	123	245	245	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1585									114						
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1586									114						
123	123	245	245	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1587									116						
124	124	246	246	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1588									115						
124	124	985/4	985/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1589									115						
124	124	493/2	493/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1590									115						
124	124	987/4	987/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1591									115						
124	124	247	247	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1592									115						
124	124	989/4	989/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1593									115						
124	124	495/2	495/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1594									115						
124	124	991/4	991/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1595									115						
124	124	246	246	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1596															
124	124	246	246	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."												
124	124	246	246	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1597															
124	124	493/2	493/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															21				
124	124	493/2	493/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1598									117		21				
124	124	987/4	987/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1599									117		21				
124	124	247	247	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1600											21				
124	124	495/2	495/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1601									118		21				
124	124	991/4	991/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1602									118		21				
124	124	246	246	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1603											21				
125	125	248	248	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1604									115						
125	125	993/4	993/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1605									115						
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1606									115						
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1607									115						
125	125	249	249	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	1608															
125	125	249	249	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1609															
125	125	499/2	499/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1610									119						
125	125	999/4	999/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1611									119						
125	125	249	249	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1612															
125	125	248	248	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1613									118		21				
125	125	497/2	497/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																			
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1614															
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1615															
125	125	249	249	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1616															
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1617															
125	125	249	249	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1618									120						
126	126	250	250	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1619									119						
126	126	1001/4	1001/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1620									119						
126	126	501/2	501/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1621									119						
126	126	1003/4	1003/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1622									119						
126	126	251	251	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1623									119						
126	126	1005/4	1005/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1624									119						
126	126	503/2	503/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1625									119						
126	126	1007/4	1007/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1626									119						
126	126	250	250	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1627									121						
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1628															
126	126	250	250	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>diminuendo"												
126	126	250	250	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1629															
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1630															
126	126	250	250	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1631															
127	127	252	252	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1632									119						
127	127	1009/4	1009/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1633									119						
127	127	505/2	505/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1634									119						
127	127	1011/4	1011/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1635									119						
127	127	253	253	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1636									119						
127	127	1013/4	1013/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1637									119						
127	127	507/2	507/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1638									119						
127	127	1015/4	1015/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1639									119						
128	128	254	254	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1640									119						
128	128	1017/4	1017/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1641									119						
128	128	509/2	509/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1642									119						
128	128	1019/4	1019/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1643									119						
128	128	255	255	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1644									119						
128	128	1021/4	1021/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1645									119						
128	128	511/2	511/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1646									119						
128	128	1023/4	1023/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1647									119						
129	129	256	256	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1648									119						
129	129	1025/4	1025/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1649									119						
129	129	513/2	513/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1650									119						
129	129	1027/4	1027/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1651									119						
129	129	257	257	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1652									119						
129	129	1029/4	1029/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1653									119						
129	129	515/2	515/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1654									119						
129	129	1031/4	1031/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1655															
129	129	256	256	0.0	0	0	Dynamic	2/4	2	1	0					p														
129	129	256	256	0.0	0	0	Spanner	2/4	2	1	0														32					
129	129	256	256	0.0	0	0	Spanner	2/4	2	1	0														32					8
129	129	256	256	1.75	0	0	Chord	2/4	2	1	7/16		1/4	7/4	1656										32					8
129	129	1031/4	1031/4	0.0625	7/16	7/16	Chord	2/4	2	1	1/64		1/64	1	1657									122	32					8
129	129	4125/16	4125/16	0.0625	29/64	29/64	Chord	2/4	2	1	1/64		1/64	1	1658									122	32					8
129	129	2063/8	2063/8	0.0625	15/32	15/32	Chord	2/4	2	1	1/64		1/64	1	1659									122	32					8
129	129	4127/16	4127/16	0.0	31/64	31/64	Spanner	2/4	2	1	0													122						8
129	129	4127/16	4127/16	0.0625	31/64	31/64	Chord	2/4	2	1	1/64		1/64	1	1660									122						8
