mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	crescendo_line
75	74	148	148	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	765														
75	74	297/2	297/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	766										166				
76	75	149	149	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	767														
76	75	299/2	299/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																	14	
76	75	299/2	299/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	768		articTenutoAbove											14	
76	75	301/2	301/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	769										167			14	
76	75	603/4	603/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	770										167			14	
76	75	149	149	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	771													14	
76	75	299/2	299/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	772													14	
76	75	150	150	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	773													14	
76	75	301/2	301/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	774										168			14	
76	75	149	149	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	775														
76	75	299/2	299/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	776		articTenutoAbove												
76	75	150	150	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	777		articTenutoAbove												
76	75	301/2	301/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	778		articTenutoAbove												
77	76	151	151	0.0	0	0	Spanner	2/4	1	1	0																		
77	76	151	151	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	779														
77	76	303/2	303/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	780										169				
77	76	152	152	0.0	1/4	1/4	StaffText	2/4	1	1	0							molto tranquillo											
77	76	152	152	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p													
77	76	152	152	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	781		articTenutoBelow												
77	76	151	151	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	782														
77	76	303/2	303/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	783										170				
77	76	151	151	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	784		articTenutoAbove												
77	76	303/2	303/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	785		articTenutoAbove												
77	76	152	152	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	786		articTenutoAbove												
77	76	151	151	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	787										171				
77	76	605/4	605/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	788														
77	76	303/2	303/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	789														
77	76	152	152	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	790														
78	77	153	153	0.0	0	0	SystemText	2/4	1	1	0								espress.										
78	77	153	153	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	791														
78	77	307/2	307/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					pp													
78	77	154	154	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	792										172				
78	77	309/2	309/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	793														
78	77	154	154	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	794														
78	77	153	153	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	795														
78	77	154	154	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	796														
78	77	153	153	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	797		articTenutoBelow								173				
78	77	307/2	307/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	798		articTenutoBelow												
78	77	154	154	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	799		articTenutoBelow												
79	78	155	155	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	800		articTenutoAbove												
79	78	156	156	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	801										174				
79	78	313/2	313/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	802														
79	78	155	155	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	803														
79	78	155	155	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	804														
79	78	156	156	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	805														
79	78	155	155	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	806		articTenutoBelow								175				
79	78	311/2	311/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	807		articTenutoBelow												
79	78	156	156	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	808		articTenutoBelow												
80	79	157	157	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	809		articTenutoAbove												
80	79	158	158	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	810										176				
80	79	317/2	317/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	811														
80	79	157	157	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	812														
80	79	158	158	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	813														
80	79	157	157	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	814														
80	79	158	158	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	815														
80	79	157	157	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	816										177				
80	79	315/2	315/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	817														
80	79	158	158	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	818		articTenutoBelow												
81	80	159	159	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	819		articTenutoAbove												
81	80	160	160	0.0	1/4	1/4	Dynamic	2/4	1	1	0					pp													
81	80	160	160	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	820										178				
81	80	321/2	321/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	821										178				
81	80	643/4	643/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	822										178				
81	80	159	159	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	823														
81	80	160	160	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	824														
81	80	159	159	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	825														
81	80	160	160	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	826														
81	80	159	159	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	827		articTenutoBelow								179				
81	80	319/2	319/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	828		articTenutoBelow								179				
81	80	639/4	639/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	829		articTenutoBelow								179				
81	80	160	160	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	830		articTenutoBelow								179				
81	80	321/2	321/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	831		articTenutoBelow								179				
82	81	161	161	0.0	0	0	Spanner	2/4	1	1	0														178			15	
82	81	161	161	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	832										178			15	
82	81	323/2	323/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	833										178			15	
82	81	162	162	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	834		articTenutoAbove											15	
82	81	161	161	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	835													15	
82	81	161	161	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	836										180				
82	81	162	162	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	837														
82	81	161	161	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	838		articTenutoBelow												
83	82	163	163	0.0	0	0	Spanner	2/4	1	1	0																		
83	82	164	164	0.0	1/4	1/4	Spanner	2/4	1	1	0																17		
83	82	164	164	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	839												17		
83	82	164	164	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	840												17		
83	82	164	164	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	841										181		17		
83	82	659/4	659/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	842										181		17		
83	82	164	164	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	843												17		
83	82	163	163	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	844														
83	82	163	163	0.0	0	0	Spanner	2/4	2	2	0																18		
83	82	163	163	0.0	0	0	Chord	2/4	2	2	0	grace16	1/16	1	845												18		
83	82	163	163	0.0	0	0	Chord	2/4	2	2	0	grace16	1/16	1	846												18		
83	82	163	163	0.75	0	0	Chord	2/4	2	2	3/16		1/8	3/2	847										182		18		
83	82	655/4	655/4	0.0	3/16	3/16	Spanner	2/4	2	2	0														182				
83	82	655/4	655/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	848										182				
83	82	164	164	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	849										182				
84	83	165	165	0.0	0	0	Spanner	2/4	1	1	0														181				
84	83	165	165	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	850										181				
84	83	165	165	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	851										181				
84	83	166	166	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	852										181				
84	83	333/2	333/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	853										181				
84	83	667/4	667/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	854										181				
84	83	165	165	0.0	0	0	StaffText	2/4	1	2	0							ritenuto dimin.											
84	83	165	165	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	855														
84	83	166	166	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	856														
84	83	165	165	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	857														
84	83	165	165	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	858										182				
84	83	331/2	331/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	859										182				
84	83	663/4	663/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	860										182				
84	83	166	166	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	861										182				
84	83	333/2	333/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	862										182				
85	84	167	167	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	863										181				
85	84	335/2	335/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	864										181				
85	84	168	168	0.0	1/4	1/4	SystemText	2/4	1	1	0								poch.										
85	84	168	168	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	865														
85	84	167	167	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	866														
85	84	168	168	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	867														
85	84	167	167	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	868														
85	84	167	167	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	869														
86	85	169	169	0.0	0	0	Dynamic	2/4	1	1	0					pp													
86	85	169	169	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	870														
86	85	169	169	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	871														
86	85	169	169	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	872														
