mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
134	133	375	375	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>risoluto"													
134	133	375	375	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1763																
134	133	376	376	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1764																
134	133	753/2	753/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1765																
134	133	377	377	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1766																
134	133	755/2	755/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1767																
135	134	378	378	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1768									232							
135	134	1513/4	1513/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1769									232							
135	134	757/2	757/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1770									232							
135	134	1515/4	1515/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1771									232							
135	134	379	379	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1772									232							
135	134	1517/4	1517/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1773									232							
135	134	759/2	759/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1774									232							
135	134	1519/4	1519/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1775									232							
135	134	380	380	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1776									232							
135	134	1521/4	1521/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1777									232							
135	134	761/2	761/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1778									232							
135	134	1523/4	1523/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1779																
135	134	378	378	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1780																
135	134	757/2	757/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1781																
135	134	379	379	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1782																
135	134	759/2	759/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1783																
135	134	761/2	761/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1784																
136	135	1525/4	1525/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1785									233							
136	135	763/2	763/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1786									233							
136	135	1527/4	1527/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1787									233							
136	135	382	382	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1788									233							
136	135	1529/4	1529/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1789									233							
136	135	765/2	765/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1790									233							
136	135	1531/4	1531/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1791									233							
136	135	383	383	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1792									233							
136	135	1533/4	1533/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1793									233							
136	135	767/2	767/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1794									233							
136	135	1535/4	1535/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1795									233							
136	135	381	381	0.0	0	0	Dynamic	6/8	2	1	0					p															
136	135	381	381	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1796									234							
136	135	382	382	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1797									234							
136	135	765/2	765/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1798									234							
136	135	383	383	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1799									234							
136	135	767/2	767/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1800									234							
137	136	384	384	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1801									233							
137	136	1537/4	1537/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1802									233							
137	136	769/2	769/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1803									233							
137	136	1539/4	1539/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1804									233							
137	136	385	385	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1805									233							
137	136	1541/4	1541/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1806																
137	136	1543/4	1543/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1807									235							
137	136	386	386	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1808									235							
137	136	1545/4	1545/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1809									235							
137	136	773/2	773/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1810									235							
137	136	1547/4	1547/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1811									235							
137	136	384	384	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1812									234							
137	136	769/2	769/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1813									234							
137	136	385	385	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1814																
137	136	771/2	771/2	0.0	3/8	3/8	Dynamic	6/8	2	1	0					f															
137	136	771/2	771/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1815									236							
137	136	773/2	773/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1816									236							
138	137	387	387	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1817									235							
138	137	1549/4	1549/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1818									235							
138	137	775/2	775/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1819									235							
138	137	1551/4	1551/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1820									235							
138	137	388	388	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1821									235							
138	137	1553/4	1553/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1822									235							
138	137	777/2	777/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1823									235							
138	137	1555/4	1555/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1824									235							
138	137	389	389	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1825									235							
138	137	1557/4	1557/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1826									235							
138	137	779/2	779/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1827									235							
138	137	1559/4	1559/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1828																
138	137	387	387	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1829									236							
138	137	775/2	775/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1830									236							
138	137	388	388	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1831									236							
138	137	777/2	777/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1832									236							
138	137	389	389	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1833									236							
138	137	779/2	779/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1834																
139	138	1561/4	1561/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1835									237							
139	138	781/2	781/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1836									237							
139	138	1563/4	1563/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1837									237							
139	138	391	391	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1838									237							
139	138	1565/4	1565/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1839									237							
139	138	783/2	783/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1840									237							
139	138	1567/4	1567/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1841									237							
139	138	392	392	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1842									237							
139	138	1569/4	1569/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1843									237							
139	138	785/2	785/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1844									237							
139	138	1571/4	1571/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1845									237							
139	138	390	390	0.0	0	0	Dynamic	6/8	2	1	0					p															
139	138	390	390	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1846									238							
139	138	391	391	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1847									238							
139	138	783/2	783/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1848									238							
139	138	392	392	0.0	1/2	1/2	Spanner	6/8	2	1	0													238						32	
139	138	392	392	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1849									238						32	
139	138	785/2	785/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																				
139	138	785/2	785/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1850																
140	139	393	393	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1851									237							
140	139	1573/4	1573/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1852									237							
140	139	787/2	787/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1853									237							
140	139	1575/4	1575/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1854									237							
140	139	394	394	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1855									237							
140	139	1577/4	1577/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1856									237							
140	139	789/2	789/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1857									237							
140	139	1579/4	1579/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1858									237							
140	139	395	395	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1859									237							
140	139	1581/4	1581/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1860									237							
140	139	791/2	791/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1861									237							
140	139	1583/4	1583/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1862									237							
140	139	393	393	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1863									239							
140	139	787/2	787/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1864									239							
140	139	394	394	0.0	1/4	1/4	Spanner	6/8	2	1	0													239						33	
140	139	394	394	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1865									239						33	
140	139	789/2	789/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1866									239						33	
140	139	395	395	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1867									239						33	
140	139	791/2	791/2	0.0	5/8	5/8	Spanner	6/8	2	1	0													239							
140	139	791/2	791/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1868									239							
141	140	396	396	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1869									237							
141	140	1585/4	1585/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1870									237							
141	140	793/2	793/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1871									237							
141	140	1587/4	1587/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1872									237							
141	140	397	397	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1873									237							
141	140	1589/4	1589/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1874									237							
141	140	795/2	795/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1875									237							
141	140	1591/4	1591/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1876									237							
141	140	398	398	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1877									237							
141	140	1593/4	1593/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1878									237							
141	140	797/2	797/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1879									237							
141	140	1595/4	1595/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1880									237							
141	140	396	396	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1881									239							
141	140	793/2	793/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1882									239							
141	140	397	397	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1883									239							
141	140	795/2	795/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1884									239							
141	140	398	398	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1885									239							
141	140	797/2	797/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1886									239							
142	141	399	399	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1887									237							
142	141	1597/4	1597/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1888									237							
142	141	799/2	799/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1889									237							
142	141	1599/4	1599/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1890									237							
142	141	400	400	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1891									237							
142	141	1601/4	1601/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1892									237							
142	141	801/2	801/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1893									237							
142	141	1603/4	1603/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1894									237							
142	141	401	401	0.0	1/2	1/2	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco calando"						237							
142	141	401	401	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1895									237							
142	141	1605/4	1605/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1896									237							
142	141	803/2	803/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1897									237							
142	141	1607/4	1607/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1898									237							
142	141	803/2	803/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1899																
142	141	399	399	0.0	0	0	Spanner	6/8	2	1	0													239						34	
142	141	399	399	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1900									239						34	
142	141	799/2	799/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1901									239						34	
142	141	400	400	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1902									239						34	
142	141	801/2	801/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dimin."						239							
142	141	801/2	801/2	0.0	3/8	3/8	Spanner	6/8	2	1	0													239							
142	141	801/2	801/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1903									239							
142	141	401	401	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1904									239							
142	141	803/2	803/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1905									240							
142	141	803/2	803/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1906									241							
143	142	402	402	0.0	0	0	Dynamic	6/8	1	1	0					p															
143	142	402	402	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1907																
143	142	807/2	807/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1908																
143	142	402	402	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1909																
143	142	807/2	807/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1910																
143	142	402	402	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	1911																
144	143	405	405	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""11.1614""/><font face=""Plantin MT Std""/><b>Tempo I</b>"													
144	143	405	405	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1912																
144	143	405	405	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1913																
144	143	813/2	813/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1914									242							
144	143	407	407	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1915									242							
144	143	815/2	815/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1916									242							
145	144	819/2	819/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1917									243							
145	144	819/2	819/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1918																
145	144	408	408	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1919																
145	144	819/2	819/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1920																
145	144	819/2	819/2	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	1921																
145	144	819/2	819/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1922																
146	145	411	411	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1923									243, 244							
146	145	825/2	825/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1924									243							
146	145	411	411	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1925																
146	145	411	411	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	1926																
146	145	411	411	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	1927																
146	145	825/2	825/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	1928																
146	145	827/2	827/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1929																
147	146	414	414	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1930									243							
147	146	831/2	831/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1931									243							
147	146	414	414	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1932																
147	146	831/2	831/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1933																
147	146	414	414	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	1934																
147	146	414	414	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1935									245							
147	146	415	415	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1936																
147	146	831/2	831/2	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	1937																
147	146	831/2	831/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	1938									246							
147	146	833/2	833/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1939																
148	147	417	417	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1940									243							
148	147	837/2	837/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1941																
148	147	837/2	837/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1942																
148	147	417	417	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1943																
148	147	417	417	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	1944																
148	147	417	417	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	1945																
148	147	837/2	837/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	1946									247							
148	147	419	419	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	1947									247							
148	147	839/2	839/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1948									247							
149	148	843/2	843/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1949																
149	148	843/2	843/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1950																
149	148	420	420	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1951																
149	148	421	421	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1952																
149	148	843/2	843/2	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	1953																
149	148	843/2	843/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	1954									248							
149	148	845/2	845/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1955																
150	149	423	423	0.0	0	0	Spanner	6/8	1	1	0																				17
150	149	423	423	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1956																17
150	149	849/2	849/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																				
150	149	849/2	849/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1957																
150	149	423	423	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1958																
150	149	849/2	849/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1959																
150	149	423	423	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	1960																
150	149	423	423	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1961									249							
150	149	424	424	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1962																
150	149	849/2	849/2	0.0	3/8	3/8	Chord	6/8	2	2	0	acciaccatura	1/8	1	1963																
150	149	849/2	849/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1964																
151	150	426	426	0.0	0	0	Dynamic	6/8	1	1	0					p															
151	150	426	426	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1965									250							
151	150	855/2	855/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1966									250							
151	150	428	428	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1967									250							
151	150	857/2	857/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1968									250							
151	150	426	426	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1969																
151	150	426	426	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1970																
151	150	426	426	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	1971									251							
151	150	855/2	855/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1972																
152	151	429	429	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	1973									250							
152	151	429	429	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1974									250							
152	151	430	430	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1975																
152	151	429	429	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1976																
152	151	861/2	861/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1977									252							
152	151	431	431	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1978									252							
152	151	863/2	863/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1979									252							
152	151	429	429	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	1980																
153	152	867/2	867/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1981																
153	152	432	432	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1982																
153	152	433	433	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1983																
153	152	867/2	867/2	0.0	3/8	3/8	Chord	6/8	2	1	0	acciaccatura	1/8	1	1984																
153	152	867/2	867/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1985																
153	152	867/2	867/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	1986									253							
153	152	869/2	869/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1987																
154	153	435	435	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1988																
154	153	873/2	873/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1989																
154	153	435	435	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1990																
154	153	873/2	873/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1991																
154	153	435	435	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	1992																
154	153	435	435	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1993									254							
154	153	436	436	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1994																
154	153	873/2	873/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1995																
155	154	438	438	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1996									255							
155	154	879/2	879/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1997									255							
155	154	440	440	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1998									255							
155	154	881/2	881/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1999									255							
155	154	438	438	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	2000																
155	154	438	438	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	2001																
155	154	438	438	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2002									256							
155	154	877/2	877/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	2003									256							
155	154	439	439	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	2004									256							
155	154	879/2	879/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2005									256							
156	155	441	441	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	2006									255							
156	155	441	441	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2007									255							
156	155	442	442	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2008																
156	155	887/2	887/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2009									257							
156	155	441	441	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2010																
156	155	441	441	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2011																
156	155	887/2	887/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2012																
156	155	441	441	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	2013									256							
156	155	442	442	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	2014																
156	155	887/2	887/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	2015									258							
157	156	444	444	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2016									257							
157	156	891/2	891/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2017																
157	156	444	444	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2018																
157	156	891/2	891/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2019																
157	156	444	444	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	2020									258							
157	156	891/2	891/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2021																
158	157	897/2	897/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sostenuto"													
158	157	897/2	897/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					ff															
